ปริมาณฝน(มิลลิเมตร) ราย 3 ชั่วโมง เฉลี่ย 2 สถานี ปี 2022-2024,,,,,,,,,,,,,
ที่,วันที่,วันที่,,,เวลาทำการตรวจ,,,,,,,,รวม
,,วัน,เดือน,ปี,0100,0400,0700,1000,1300,1600,1900,2200,
745,15/1/2024,15,1,2024,0,0,0,0,0,0,0,0,0
746,16/1/2024,16,1,2024,0,0,0,0,0,0,0,0,0
747,17/1/2024,17,1,2024,0,0,0,0,0,0,0,0,0
748,18/1/2024,18,1,2024,0,0,0,0,0,0,0,0,0
749,19/1/2024,19,1,2024,0,0,0,0,0,0,0,0,0
750,20/1/2024,20,1,2024,0,0,0,0,0,0,0,0,0
751,21/1/2024,21,1,2024,0,0,0,0,0,0,0,0,0
752,22/1/2024,22,1,2024,0,0,0,0,0,0,0,0,0
753,23/1/2024,23,1,2024,0,0,0,0,0,0,0,0,0
754,24/1/2024,24,1,2024,0,0,0,0,0,0,0.1,1.55,1.65
755,25/1/2024,25,1,2024,0.05,0,0,0,0,0,0,0,0.05
756,26/1/2024,26,1,2024,0,0,0,0,0,0,0,0,0
757,27/1/2024,27,1,2024,0,0,0,0,0,0,0,0,0
758,28/1/2024,28,1,2024,0,0,0,0,0,0,0,0,0
759,29/1/2024,29,1,2024,0,0,0,0,0,0,0,0,0
760,30/1/2024,30,1,2024,0,0,0,0,0,0,0,0,0
761,31/1/2024,31,1,2024,0,0,0,0,0,0,0,0,0
762,1/2/2024,1,2,2024,0,0,0,0,0,0,0.55,0,0.55
763,2/2/2024,2,2,2024,0,0,0,0,0,0,0,0,0
764,3/2/2024,3,2,2024,0,0,0,0,0,0,0,0,0
765,4/2/2024,4,2,2024,0,0,0,0,0,0,0,0,0
766,5/2/2024,5,2,2024,0,0,0,0,0,0,0,0,0
767,6/2/2024,6,2,2024,0,0,0,0,0,0,0,0,0
768,7/2/2024,7,2,2024,0,0,0,0,0,0,0,0,0
769,8/2/2024,8,2,2024,0,0,0,0,0,0,0,0,0
770,9/2/2024,9,2,2024,0,0,0,0,0,0,0,0,0
771,10/2/2024,10,2,2024,0,0,0,0,0,0,0,0,0
772,11/2/2024,11,2,2024,0,0,0,0,0,0,0,0,0
773,12/2/2024,12,2,2024,0,0,0,0,0,0,0,0,0
774,13/2/2024,13,2,2024,0,0,0,0,0,0,0,0,0
775,14/2/2024,14,2,2024,0,0,0,0,0,0,0,0,0
776,15/2/2024,15,2,2024,0,0,0,0,0,0,0,0,0
777,16/2/2024,16,2,2024,0,0,0,0,0,0,0,0,0
778,17/2/2024,17,2,2024,0,0,0,0,0,0,0,0,0
779,18/2/2024,18,2,2024,0,0,0,0,0,0,0,0,0
780,19/2/2024,19,2,2024,0,0,0,0,0,0,0,0,0
781,20/2/2024,20,2,2024,0,0,0,0,0,0,0,0,0
782,21/2/2024,21,2,2024,0,0,0,0,0,0,0,0,0
783,22/2/2024,22,2,2024,0,0,0,0,0,0,0,0,0
784,23/2/2024,23,2,2024,0,0,0,0,0,0,0,0,0
785,24/2/2024,24,2,2024,0,0,0,0,0,0,0,0,0
786,25/2/2024,25,2,2024,0,0,0,0,0,0,0,0,0
787,26/2/2024,26,2,2024,0,0,0,0,0,0,0,0,0
788,27/2/2024,27,2,2024,0,0,0,0,0,0,0,0,0
789,28/2/2024,28,2,2024,0,0,0,0,0,0.6,0,0,0.6
790,29/2/2024,29,2,2024,0,0,0,0,0,0,0,0,0
791,1/3/2024,1,3,2024,0,0,0,0,0,0,0,0,0
792,2/3/2024,2,3,2024,0,0,0,0,0,0.6,0,0,0.6
793,3/3/2024,3,3,2024,0,0.25,0,0,0,0,0,0,0.25
794,4/3/2024,4,3,2024,0,0,0,0,0,0,0,0,0
795,5/3/2024,5,3,2024,0,0,0,0,0,0,0,0,0
796,6/3/2024,6,3,2024,0,0,0,0,0,0,0,0,0
797,7/3/2024,7,3,2024,0,0,0,0,0,0,0,0,0
798,8/3/2024,8,3,2024,0,0,0,0,0,0,0,0,0
799,9/3/2024,9,3,2024,0,0,0,0,0,0,0,0,0
800,10/3/2024,10,3,2024,0,0,0,0,0,0,0,0,0
801,11/3/2024,11,3,2024,0,0,0,0,0,0,0,0,0
802,12/3/2024,12,3,2024,0,0,0,0,0,0,7.1,0,7.1
803,13/3/2024,13,3,2024,0,0,0,0,0,2.2,0,0,2.2
804,14/3/2024,14,3,2024,0,0,0,0,0,0,0,0,0
805,15/3/2024,15,3,2024,0,0,0,0,0,0,0,0,0
806,16/3/2024,16,3,2024,0,0,0,0,0,0,0,0,0
807,17/3/2024,17,3,2024,0,0,0,0,0,0,0,0,0
808,18/3/2024,18,3,2024,0,0,0,0,0,0,0,0,0
809,19/3/2024,19,3,2024,0,0,0,0,0,0,0,0,0
810,20/3/2024,20,3,2024,0,0,0.85,6.6,1.2,0,0,0,8.65
811,21/3/2024,21,3,2024,0,0,0,0,0,0,0,0,0
812,22/3/2024,22,3,2024,0,0,0,0,0,0,0,0,0
813,23/3/2024,23,3,2024,0,0,0,0,0,0,0,0,0
814,24/3/2024,24,3,2024,0,0,0,0,0,0,0,0,0
815,25/3/2024,25,3,2024,0,0,0,0,0,0,0,0,0
816,26/3/2024,26,3,2024,0,0,0,0,0,0,0,0,0
817,27/3/2024,27,3,2024,0,0,0,0,0,0,0,0,0
818,28/3/2024,28,3,2024,0,0,0,0,0,0,0,0,0
819,29/3/2024,29,3,2024,0,0,0,0,0,0,0,0,0
820,30/3/2024,30,3,2024,0,0,0,0,0,0,0,0,0
821,31/3/2024,31,3,2024,0,0,0,0,0,0,0,0,0
822,1/4/2024,1,4,2024,0,0,0,0,0,0,0,0,0
823,2/4/2024,2,4,2024,0,0,0,0,0,0,0,0,0
824,3/4/2024,3,4,2024,0,0,0,0,0,0,0,0,0
825,4/4/2024,4,4,2024,0,0,0,0,0,0,0,0,0
826,5/4/2024,5,4,2024,0,0,0,0,0,0,0,0,0
827,6/4/2024,6,4,2024,0,0,0,0,0,0,0,0,0
828,7/4/2024,7,4,2024,0,0,0,0,0,0,0,0,0
829,8/4/2024,8,4,2024,0,0,0,0,0,0,0,0,0
830,9/4/2024,9,4,2024,0,0,0,0,0,0,0,0,0
831,10/4/2024,10,4,2024,0,0,0,0,0.2,0,0,0,0.2
832,11/4/2024,11,4,2024,0,0,0,0,0,0,0,0,0
833,12/4/2024,12,4,2024,0,0,0,0,0,0,0.35,0,0.35
834,13/4/2024,13,4,2024,0,0,0,0,0,0,0,0,0
835,14/4/2024,14,4,2024,0,0,0,0,0,0,0,0,0
836,15/4/2024,15,4,2024,0,0,0,0,0,0,0,0,0
837,16/4/2024,16,4,2024,0,0,0,0,0,0,0,0,0
838,17/4/2024,17,4,2024,0,0,0,0,0,0,0,0,0
839,18/4/2024,18,4,2024,0,0,0,0,0,0,0,0,0
840,19/4/2024,19,4,2024,0,0,0,0,0,0,0,0,0
841,20/4/2024,20,4,2024,0,0,0,0,0,0,0,0,0
842,21/4/2024,21,4,2024,0,0,0,0,0,0,0,0,0
843,22/4/2024,22,4,2024,0,0,0,0,0,0,0,0,0
844,23/4/2024,23,4,2024,0,0,0,0,0,0,0,0,0
845,24/4/2024,24,4,2024,0,0,0,0,0,0,0,0,0
846,25/4/2024,25,4,2024,0,0,0,0,0,0,0,0,0
847,26/4/2024,26,4,2024,0,0,0,0,0,0,0,0,0
848,27/4/2024,27,4,2024,0,0,0,0,0,0,0,0,0
849,28/4/2024,28,4,2024,0,0,0,0,0,0,0,0,0
850,29/4/2024,29,4,2024,0,0,0,0,0,0,0,0,0
851,30/4/2024,30,4,2024,0,0,0,0,0,0,0,0,0
852,1/5/2024,1,5,2024,0,0,0,0,0,0,0,0,0
853,2/5/2024,2,5,2024,0,0,0,0,0,0,0,0,0
854,3/5/2024,3,5,2024,0,0,0,0,0,0,0,0,0
855,4/5/2024,4,5,2024,0,0,0,0,0,0,0,0,0
856,5/5/2024,5,5,2024,0,0,0,0,0,0,0,0,0
857,6/5/2024,6,5,2024,0,0,0,0,0,0,0.15,0,0.15
858,7/5/2024,7,5,2024,0,0,0,0.2,3.8,0.1,0,0,4.1
859,8/5/2024,8,5,2024,0,0,0,0,0,0,0,0,0
860,9/5/2024,9,5,2024,0,0,0,0,0,0.2,0,0,0.2
861,10/5/2024,10,5,2024,0,0,0,0,0,0,0,0,0
862,11/5/2024,11,5,2024,0,0,0,0,0,0,0,0,0
863,12/5/2024,12,5,2024,0,0,0,0,0,0,1.9,0,1.9
864,13/5/2024,13,5,2024,0,0,0,0,0,24.2,1.1,0,25.3
865,14/5/2024,14,5,2024,0,0,0,0,0,0,0,0,0
866,15/5/2024,15,5,2024,0,0,0,0,0,0.8,0,0,0.8
867,16/5/2024,16,5,2024,0,0,0,0,0,2.1,0,0,2.1
868,17/5/2024,17,5,2024,0,0,0,0,0,1.2,2.9,0,4.1
869,18/5/2024,18,5,2024,0,0,0,0,3.9,0.3,0,0,4.2
870,19/5/2024,19,5,2024,0,0,0,0,0,15.8,0,0.9,16.7
871,20/5/2024,20,5,2024,3.35,0.1,0,0,0,13.1,0.1,0,16.65
872,21/5/2024,21,5,2024,0,0,0,0,0,2.55,2.85,1.5,6.9
873,22/5/2024,22,5,2024,0.3,0,0,0,0,0.5,0.1,0.1,1
874,23/5/2024,23,5,2024,9.4,2.1,0,0,0,6.15,0.25,2.8,20.7
875,24/5/2024,24,5,2024,0,0,4.3,0,0,0,0,0,4.3
876,25/5/2024,25,5,2024,0,0,0,0,6.1,0,0.25,0,6.35
877,26/5/2024,26,5,2024,0,0,0,0,0,0,0,0.7,0.7
878,27/5/2024,27,5,2024,0,0,0,0,0,0,0,0,0
879,28/5/2024,28,5,2024,0,0,0,0,0,0,0,0,0
880,29/5/2024,29,5,2024,0,0,0,0,0,0,0,1.7,1.7
881,30/5/2024,30,5,2024,0,0,0,0,0,0,19.6,6.65,26.25
882,31/5/2024,31,5,2024,11.2,0,0,0,0,0,0,21.45,32.65
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
